id,price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,Scored Labels
7000100850,569000.0,4,1.75,7890,1.0,0,1,4,140,1950,0,2380,13176,649866.1491963336
1682500240,285000.0,4,2.25,7200,2.0,0,0,3,0,1979,0,1790,7500,350208.8718820892
3740000010,575000.0,3,1.75,5956,2.0,0,0,3,0,1981,0,1620,9324,386712.14419209084
1778500595,683000.0,5,1.5,4000,1.5,0,0,3,200,1925,0,2280,4000,723027.2099663854
2296700050,475000.0,4,3.0,8284,1.0,0,0,5,1200,1969,0,2050,7940,567240.3273289514
7954300330,585000.0,4,2.5,6185,2.0,0,0,3,0,1999,0,2720,6185,502966.7477241359
1245001763,670000.0,4,2.5,7291,2.0,0,0,4,0,1977,0,2350,8625,681768.0210173089
3624039150,335000.0,3,2.0,5360,1.0,0,0,3,0,1919,0,1180,7200,340579.1942109954
722039087,220500.0,2,1.0,57499,1.0,0,0,2,0,1949,0,2090,27442,314883.65814680554
7370600045,640000.0,3,1.75,8100,1.0,0,2,3,0,1950,0,1880,7750,508959.15932882234
203900920,340000.0,3,2.0,9879,2.0,0,0,3,0,1996,0,1900,14907,426575.0283081026
3023049256,390000.0,3,1.0,11108,1.0,0,0,4,0,1952,0,2220,16533,419027.5777045325
6151800330,790000.0,3,2.5,15084,2.0,0,0,3,0,2000,0,1850,17494,434146.5367752812
9541800190,915000.0,5,2.5,18850,1.0,0,4,4,1650,1958,0,2690,11625,1111625.391511904
7452500315,285000.0,2,1.0,4895,1.0,0,0,3,500,1951,0,1100,6000,297071.99091035814
7787050180,585000.0,3,2.75,7282,2.0,0,0,3,0,2008,0,3080,7274,552884.2907388599
1826059042,402000.0,3,2.5,12205,2.0,0,0,4,0,1990,0,2640,9636,589871.8348333287
8091410390,220000.0,4,1.75,8171,1.0,0,0,3,0,1986,0,1910,7542,330605.4355042955
1328320800,305000.0,4,2.25,7700,1.0,0,0,3,600,1979,0,2150,7350,430844.0799368222
2115510470,285000.0,4,2.25,10400,1.0,0,0,4,740,1985,0,1650,8660,329208.7046745124
9558050450,479950.0,3,2.5,6000,2.0,0,0,3,0,2004,0,1940,3466,446753.2853057351
1338801019,1198000.0,4,3.5,3850,2.5,0,0,3,610,2008,0,2030,4000,925055.5472772883
2114300290,411500.0,5,3.0,7740,1.0,0,0,5,1060,1929,1969,1840,6780,612141.2705946595
1775800280,310000.0,5,2.0,11970,2.0,0,0,4,0,1969,0,1260,12398,343531.89672128466
4151800470,675000.0,3,2.0,5973,1.0,0,0,5,0,1942,0,1920,6015,504058.13501679304
1454600266,925000.0,4,3.75,9492,2.0,0,1,3,1000,1962,2005,2880,9900,1678580.9606212145
5426300060,1000000.0,3,2.25,15952,1.0,0,0,4,1150,1963,0,2200,14284,623133.7738311107
3333500151,598200.0,5,3.75,4635,3.0,0,0,3,0,1997,0,1100,5150,585480.2716832992
2770601595,415000.0,2,1.0,6000,1.0,0,0,3,570,1944,0,1670,6000,392779.6689863552
5101405340,460000.0,2,2.5,8107,1.0,0,0,5,900,1946,0,1260,6960,508327.1080746436
2619950110,415000.0,3,2.5,6031,2.0,0,0,3,0,2011,0,2430,7200,502087.7912631519
5036300575,951250.0,5,3.0,8227,1.0,0,2,3,800,1953,0,2060,5400,741292.195251239
2979801095,495800.0,4,1.5,4600,1.5,0,0,3,0,1924,0,1740,4455,583195.934829378
9808700405,1901000.0,3,2.5,13367,2.0,0,2,3,0,1992,0,2660,13367,1297439.6437665634
7942601435,835000.0,6,2.0,5120,2.5,0,2,3,0,1900,0,2130,5120,768640.8821071612
2111010080,330000.0,3,2.5,7232,2.0,0,0,3,0,2003,0,2760,6926,508796.2797998736
7520000616,325000.0,4,2.5,7434,1.0,0,0,3,1000,1993,0,1260,8404,345159.84956991207
7663700261,395000.0,4,1.75,7945,1.0,0,0,4,980,1946,0,1290,7945,402072.58976940863
3904902430,620000.0,3,2.5,10363,2.0,0,0,3,0,1988,0,2500,10728,613657.9835364667
6710100131,981000.0,3,3.25,9588,2.0,0,1,3,830,1984,0,2730,12736,843951.5595396906
3904100220,276000.0,2,2.0,6075,1.0,0,0,5,740,1919,0,1230,6053,457027.0059637755
2162000160,992000.0,3,2.25,15207,1.0,0,0,4,880,1966,0,2950,22000,779730.2636756604
8091410530,270000.0,3,2.5,7739,2.0,0,0,4,0,1986,0,1720,7200,346122.04690972954
9238900850,688000.0,3,1.5,4880,1.5,0,3,3,470,1928,0,1840,4998,667806.3816911501
5201810110,364900.0,3,3.0,8304,2.0,0,0,3,0,1997,0,2290,7855,496876.90435669693
952004875,661000.0,4,2.25,4600,1.5,0,2,4,570,1932,0,1810,5750,715131.684865948
8106300970,490000.0,3,2.5,7363,2.0,0,0,3,0,2006,0,2860,5273,533439.199001068
7313200120,605000.0,4,3.25,33671,2.0,0,0,4,0,1984,0,1910,16000,744593.0930705433
8965520190,1200000.0,3,2.5,16622,1.0,0,4,3,1010,1991,0,3460,14566,1216019.687005766
1242700035,772000.0,4,2.75,70131,1.0,0,0,4,1720,1962,0,2950,43560,773102.4975256089
249000115,650000.0,3,1.0,8266,1.0,0,0,4,0,1953,0,1300,8707,304039.2277268441
7655900031,240000.0,2,1.0,8717,1.0,0,0,3,0,1953,0,1370,6760,287486.7962975403
7625700935,875000.0,3,3.5,6000,2.0,0,0,3,750,2001,0,1650,6000,496777.9887060024
3223059217,225000.0,2,1.0,15000,1.0,0,0,3,0,1960,0,1450,15000,256964.53600912835
6430500238,651500.0,4,1.5,3075,2.0,0,0,5,80,1929,0,1480,3774,594082.585011447
809000525,872500.0,3,2.5,6000,1.0,0,0,3,200,1951,0,1820,4920,577836.9701138521
4022902050,457000.0,4,2.5,10800,1.0,0,0,3,700,1964,0,2280,10800,533676.5103761109
5422560470,440000.0,3,2.0,6408,2.0,0,0,4,0,1977,0,1750,6402,365071.52287636604
4027700844,509950.0,3,2.5,9153,2.0,0,0,3,0,2007,0,1800,9800,576994.4749407856
8644210110,792000.0,3,2.5,12840,1.0,0,0,3,720,1990,0,3230,14933,691672.0599325055
5045700470,563950.0,4,2.75,4750,2.0,0,0,3,0,2014,0,2730,5480,550189.3001741702
7340601063,295500.0,3,1.75,41550,1.5,0,0,3,300,1933,1989,2990,6464,1008119.0887041038
4438000075,280500.0,3,1.5,6988,1.0,0,0,3,300,1953,0,1090,7753,341245.71276095585
263000040,452000.0,3,2.5,5032,2.0,0,0,3,0,1998,0,1450,2136,405348.76183570886
9269200786,399950.0,4,1.5,6125,1.5,0,0,3,740,1945,0,990,6125,321087.0101947059
7575700015,800000.0,3,2.75,4000,2.0,0,0,3,520,1914,2000,1800,4000,831456.7741920439
945000250,370000.0,2,1.0,4600,1.0,0,0,3,0,1951,0,1060,4600,323250.8284256377
5702450250,340000.0,3,2.0,10015,1.0,0,3,3,0,1993,0,1570,10485,345616.94852773997
4217400590,589000.0,3,1.5,5040,1.0,0,0,3,300,1947,0,1910,4800,575029.7992589828
3395041236,300000.0,3,2.5,3253,2.0,0,0,3,0,2001,0,1800,3081,380803.67362859024
1139600270,310000.0,3,2.75,9620,1.0,0,0,3,750,1987,0,2150,9660,480185.3184833432
4338800370,220000.0,3,1.0,6020,1.0,0,0,3,0,1944,0,1300,8640,293586.98601752974
2473002650,495000.0,4,2.5,11640,1.0,0,0,5,600,1968,0,2440,10823,649318.6696437668
4057300180,310000.0,3,1.5,3104,2.0,0,0,3,0,1988,0,1150,2981,316620.3261991402
9169600135,525000.0,3,1.5,6000,1.0,0,2,3,450,1950,0,1730,6012,457096.96761139075
3816300065,375000.0,3,1.0,10798,1.0,0,0,3,0,1953,0,1670,9876,286682.7643772571
8943600020,260000.0,3,2.25,3403,2.0,0,0,3,0,2009,0,1763,3719,385092.10545253847
1982200790,550000.0,3,2.0,3880,1.0,0,0,3,0,1959,0,1490,3880,438299.346406555
2738600080,495000.0,4,3.0,2811,2.0,0,0,3,500,2003,0,2740,3596,572113.631441603
2473000720,380000.0,4,2.25,7980,1.0,0,0,4,0,1966,0,1860,8814,424024.31056094577
7524950210,910000.0,4,2.5,9798,2.0,0,0,4,0,1986,0,3040,11100,826465.2132006806
687600010,753000.0,4,1.75,39430,1.0,0,0,4,500,1974,0,2430,35329,548111.6439197083
7212680080,300000.0,3,1.75,8481,2.0,0,0,3,0,1993,0,1830,6600,315024.1268278325
2767603615,481000.0,2,2.25,1137,3.0,0,0,3,0,2007,0,1290,1332,413245.22199234413
7177300090,395000.0,3,1.5,2940,1.5,0,0,4,0,1920,0,1400,4930,483721.21316327277
124069032,600000.0,3,1.75,39639,1.0,0,0,4,0,1976,1992,2330,30492,509884.4249072908
4035900015,659500.0,4,3.0,18362,1.0,0,0,4,750,1956,0,2630,16792,752160.157726728
5422570760,445000.0,3,1.75,7056,2.5,0,0,4,0,1979,0,1970,7056,529762.280440202
3598600049,124000.0,1,0.75,7203,1.5,0,0,3,0,1949,0,1560,8603,259231.34659679516
4024101440,375000.0,3,2.5,6871,2.0,0,0,3,0,1997,0,1950,7663,377083.7921303038
6079500230,706000.0,3,2.75,6400,1.0,0,0,5,490,1942,0,1350,6400,507743.1682865099
7202341110,702000.0,4,2.5,5876,2.0,0,0,3,0,2004,0,2600,5000,519697.89317844703
1357900060,515000.0,3,2.5,5001,2.0,0,0,3,0,1996,0,2106,5618,453883.79125622264
4178300040,841000.0,4,2.5,13870,2.0,0,0,4,0,1981,0,2920,12221,882560.8689702414
937000330,157000.0,3,1.5,11530,1.0,0,0,3,0,1960,0,1550,8605,299931.4464373139
4141400030,605000.0,4,1.75,10108,1.0,0,0,4,0,1967,0,2050,9750,436174.07997952483
1321710030,320000.0,3,2.5,7757,2.0,0,0,3,0,1990,0,2430,8231,491440.13131879596
3342101785,550000.0,3,2.5,5400,2.0,0,0,3,0,1992,0,1840,5400,414064.40024848946
13002495,295000.0,3,1.5,7222,2.0,0,0,4,0,1908,0,1240,5100,458483.7709214227
6699940320,359900.0,4,2.5,5188,2.0,0,0,3,0,2005,0,2610,5188,482282.04052247753
1919800260,645000.0,3,1.75,6750,1.5,0,0,5,720,1914,0,1410,3388,540168.1201377052
6632300478,400000.0,4,2.0,7255,1.0,0,0,4,0,1959,0,1050,7288,304897.9551550202
2770606915,420000.0,3,1.5,6615,1.0,0,0,4,250,1950,0,1530,5250,453981.56897224433
2426039123,2415000.0,5,4.75,24250,2.0,0,2,3,0,1996,0,2740,10761,1695206.2424159965
3905030190,601000.0,4,2.5,6906,2.0,0,0,4,0,1992,0,2090,6370,463970.0041906787
3343301910,1000000.0,5,4.5,8944,2.0,1,4,5,0,1939,1963,2870,8944,2531407.634311203
7399300420,255000.0,3,1.0,7395,1.0,0,0,4,0,1969,0,1430,7920,264596.0567185231
6664000030,980000.0,4,2.25,11034,2.0,0,0,3,0,1976,0,2300,11550,558026.5222360472
3793501130,418000.0,4,2.5,8471,2.0,0,0,3,0,2003,0,2610,7482,540625.6537263017
8673400190,557000.0,3,2.5,1587,3.0,0,0,3,0,2004,0,1500,1527,454862.92597989773
1115400090,610000.0,3,2.5,8893,2.0,0,0,3,0,1987,0,2650,8500,590264.7754451131
1591600506,479000.0,4,2.25,9464,1.5,0,0,4,750,1940,0,1770,9464,440736.5872438274
5036300431,1099880.0,5,2.75,6353,2.0,0,0,4,0,2001,0,2520,6250,606281.1228486104
5422420120,252000.0,3,2.0,6788,2.0,0,0,3,0,1990,0,1790,6607,300453.0549945168
3751604169,279000.0,2,2.75,10534,1.0,0,0,3,560,2003,0,1600,17400,481415.9822602096
7214810550,420000.0,4,2.25,12000,1.0,0,0,4,910,1979,0,2500,10120,584296.2261251268
7600057,520000.0,3,2.0,2700,2.0,0,0,4,0,1902,0,1750,4000,551099.7131384879
6909700040,813000.0,4,2.75,6675,1.0,0,3,4,1450,1948,0,2250,5550,892253.9092506521
8924100305,855000.0,4,3.0,6250,2.0,0,2,3,350,1964,0,2260,6780,598483.6799855777
585000095,625000.0,3,2.5,5000,1.0,0,0,4,940,1977,0,2000,5000,509722.70986207714
8861700110,490000.0,4,2.25,10275,2.0,0,0,3,0,1965,0,1560,10275,413333.6502768835
2205500030,331500.0,4,1.75,14756,1.0,0,0,3,850,1955,0,1680,10250,409736.71086489374
8122100290,392000.0,2,1.5,5000,1.0,0,0,4,130,1925,0,940,5026,401827.51796434703
4178300070,795000.0,4,2.5,14210,2.0,0,0,4,0,1978,0,2840,13702,777653.15526982
3629910240,705380.0,3,2.5,4343,2.0,0,0,3,0,2003,0,2130,4106,447179.99000041874
3432500310,325000.0,3,1.0,6906,1.0,0,0,3,0,1948,0,1150,6907,248459.7281033693
2767604212,452000.0,2,2.5,1131,3.0,0,0,3,0,2006,0,1490,2500,446861.69580783
7225000090,245000.0,2,2.0,4500,1.0,0,0,4,160,1932,0,1280,4500,460353.79730147845
7732100150,749500.0,4,2.5,9727,2.0,0,0,3,0,1987,0,2370,11503,552584.1752282531
4136950200,255000.0,3,2.5,6194,2.0,0,0,3,0,1998,0,1720,6211,382889.1379829879
2207200405,460000.0,5,2.0,12264,1.0,0,0,4,900,1963,0,1700,9179,396387.35451876785
3222079162,322000.0,3,2.0,43575,1.0,0,0,3,600,1988,0,1760,46038,381145.12280030927
7955060010,440000.0,4,2.25,7575,1.0,0,0,3,790,1974,0,1820,7831,392728.4133510947
1938400300,245000.0,4,2.25,6390,1.0,0,0,3,1210,1978,0,2110,6700,452214.62166326056
3319500299,304000.0,2,1.5,676,2.0,0,0,3,100,2003,0,950,1280,287169.00028830307
7853420100,633634.0,4,3.5,6000,2.0,0,0,3,0,2014,0,2960,6000,625060.2109429295
7525950110,1200000.0,4,3.25,19842,2.0,0,3,3,670,1989,0,4320,19500,1359915.8797232378
7518500301,490000.0,3,1.0,2250,1.5,0,0,3,0,1902,0,1320,5100,418640.94207102526
442000210,625000.0,3,1.75,5664,2.0,0,0,3,570,1948,0,1480,5664,578323.196397071
7335400020,219500.0,3,1.0,6710,1.5,0,0,5,0,1912,0,1170,6708,287335.4301498121
1455100355,1675000.0,3,2.5,8343,2.0,1,4,4,1340,1939,1991,2990,13104,1801459.3518895588
1830300090,670000.0,5,3.0,13001,2.0,0,1,3,510,1973,0,2170,8215,596258.5698846898
9274201730,825000.0,4,1.5,6938,1.5,0,0,3,0,1919,0,1700,6250,442798.0680257552
1762600090,1211000.0,4,2.5,35120,2.0,0,0,3,0,1984,0,3920,35230,993667.9910916361
822059059,292500.0,2,1.0,17743,1.0,0,0,4,0,1951,0,1217,13000,270273.93661032326
3179100060,880000.0,4,3.5,6750,2.0,0,0,3,910,1951,2002,2370,6120,1261162.3421593506
3525069037,920000.0,3,2.75,223027,2.0,0,0,3,0,1983,0,3410,212137,784413.1151123721
5145000190,369950.0,3,1.0,7603,1.0,0,0,3,0,1967,0,1260,8094,253247.70299080864
9520900210,614285.0,5,2.75,6401,2.0,0,0,3,0,2015,0,2520,6126,546327.8247184381
8682280260,412250.0,2,2.0,2983,1.0,0,0,3,0,2006,0,1510,3876,420566.3566096483
421049254,179000.0,2,1.0,8760,1.0,0,0,3,0,1977,0,1560,11880,249082.80311298204
1509500060,370000.0,4,2.5,8666,2.0,0,0,3,0,1992,0,2410,8100,481972.6772664796
4166600115,1150000.0,3,2.75,75889,2.0,1,4,3,0,1925,1993,2560,72229,922352.7924316511
2781320100,245000.0,3,1.75,24650,1.0,0,0,4,0,1974,0,1810,19465,343728.2463990371
7128300500,495000.0,3,2.25,3000,2.0,0,0,3,0,1996,0,1650,4500,411082.82331394614
9577800005,775000.0,3,2.5,5467,2.0,0,2,3,0,2000,0,2630,5000,671119.630669926
1794501415,840500.0,3,2.0,5400,1.5,0,0,4,1110,1906,0,1960,5400,649941.985943353
8732160240,223000.0,3,1.75,10573,1.0,0,0,4,0,1984,0,1580,8280,295392.33259113925
3179101070,880000.0,4,2.75,4392,1.5,0,0,4,900,1931,0,2310,5795,862251.9318836477
2061100435,499950.0,3,1.0,5580,1.5,0,0,3,0,1908,0,2010,5580,486616.71633366187
2998800040,589000.0,3,2.0,8800,1.0,0,0,4,1000,1925,0,2250,4800,625309.6456189696
2826049260,482500.0,4,3.0,7626,1.0,0,0,5,520,1990,0,1630,8082,449447.14926320885
1136100062,585000.0,4,3.25,29252,2.0,0,0,4,0,1982,0,2280,45000,827416.7443335775
8722101100,739000.0,3,1.75,5160,1.5,0,0,4,750,1926,0,2220,5960,681929.1720223166
6072500490,423800.0,3,2.5,7415,2.0,0,0,3,0,1965,0,1940,8425,418873.99000527675
8127700720,905000.0,4,2.75,4268,2.0,0,1,3,0,2009,0,2340,5000,547978.5309459454
2600130020,778000.0,3,3.0,10156,1.0,0,0,4,0,1987,0,2660,10455,703997.9267977569
3313600266,190000.0,3,1.0,8775,1.0,0,0,3,0,1966,0,1300,8100,248667.9683753962
3629910210,699950.0,3,2.5,4106,2.0,0,0,3,0,2003,0,2470,4106,475630.98818501085
9545230280,560000.0,3,2.0,13374,1.0,0,0,3,0,1985,0,1960,9797,426908.3732218414
7931000066,280000.0,2,1.75,30144,1.0,0,0,3,980,1957,0,1960,10140,458087.82582936535
7215420590,530000.0,4,2.5,35996,2.0,0,0,3,0,1995,0,2890,35089,610132.0402524652
8827901060,679000.0,4,2.75,4480,1.5,0,0,4,320,1928,0,2050,4480,714345.8541375988
8964800050,1770000.0,3,2.5,14603,1.0,0,2,4,0,1951,0,2410,14347,1013910.7127935889
1774000330,437000.0,3,1.75,17568,1.0,0,0,4,0,1967,0,2070,11745,408484.65179051337
1926059099,708000.0,5,3.25,11778,2.0,0,0,3,0,2004,0,1840,10403,938084.6746352892
1370802650,605000.0,3,2.0,4500,1.0,0,0,4,1330,1922,0,1790,5000,691376.1111052134
4319200675,760000.0,4,2.25,8365,3.0,0,0,3,0,2014,0,1290,8369,715269.2597301931
7686203180,172500.0,3,1.0,7500,1.0,0,0,4,0,1954,0,1270,8000,274547.670806203
5101406489,432000.0,3,2.0,6380,1.0,0,0,4,700,1924,0,1690,5800,550557.9757871351
3416601021,569500.0,4,1.0,3194,2.0,0,0,3,0,1907,0,1870,4200,573422.6845840759
2896610210,319000.0,3,1.0,8556,1.0,0,0,3,0,1971,0,1320,7528,260899.36783571672
7941500170,219000.0,3,1.0,7790,1.0,0,0,3,0,1967,0,1150,8160,232906.96010257234
3761700067,959000.0,3,2.5,11875,1.0,0,0,5,0,1979,0,3730,11875,1105588.1417101996
8861000060,875000.0,3,1.0,10732,1.0,0,0,3,0,1953,0,2390,13656,495312.82299457997
3362401815,764000.0,3,2.0,4080,1.5,0,0,5,0,1904,0,1220,3060,486490.61036828236
3536900030,1600000.0,3,2.75,21052,2.0,0,0,4,0,1980,0,2950,21052,908095.1026685936
2254501342,518000.0,2,1.5,1149,2.0,0,0,3,200,2001,0,1460,1149,388200.59300808515
6672920150,330000.0,3,2.0,11233,1.0,0,0,3,0,1987,0,1580,14013,320170.12238520617
7883603648,300000.0,5,2.5,6000,2.0,0,0,3,0,2006,0,1360,6000,388163.0787305653
7203140110,392137.0,3,2.0,3696,2.0,0,0,3,0,2010,0,1720,3631,385921.17883351183
3820350050,330000.0,4,2.5,3905,2.0,0,0,3,0,2001,0,1820,3863,512964.2705591526
3300760020,595000.0,3,2.0,6773,1.0,0,0,4,0,1984,0,2240,7201,381944.46175055165
6150200330,358000.0,3,1.0,4681,1.0,0,0,3,0,1955,0,1150,6800,255391.92188467685
8901500178,700000.0,4,2.25,9450,1.5,0,0,3,0,1947,2014,1720,7503,556396.4286154748
1773100275,205000.0,2,1.5,1020,2.0,0,0,3,0,2006,0,830,1379,266281.70396560105
7781600025,1155000.0,3,2.5,24691,1.0,1,4,4,910,1961,0,2800,24121,1211433.1211011028
8651443480,282000.0,3,1.0,5200,1.0,0,0,5,640,1977,0,1620,6696,295880.50344957935
2475201180,303000.0,3,2.5,4100,2.0,0,0,3,0,1985,0,1660,4400,421294.15410361934
7856620910,627500.0,4,2.5,11500,1.0,0,0,4,900,1979,0,2820,9800,668165.5283696001
293610020,637000.0,4,2.75,5803,2.0,0,0,3,0,2007,0,2900,6212,582810.4274843531
322069109,411000.0,2,2.25,108900,1.0,0,0,4,900,1972,0,2050,108900,501080.78019339347
3352400325,225000.0,3,1.5,8345,1.5,0,0,3,0,1931,0,1880,10169,396424.29080511414
1425059193,817500.0,5,3.5,9312,2.0,0,3,3,920,2005,0,3420,9860,1243561.4107547256
5506500170,560000.0,3,2.5,32880,1.0,0,0,3,0,1993,0,2780,40091,583325.3843683432
1560920450,550000.0,4,3.0,35169,2.0,0,0,3,0,1986,1998,3010,35190,945535.5921022523
2526059076,735000.0,6,2.75,84506,1.0,0,0,5,1320,1962,0,2190,43124,550598.2908212441
9412710440,305000.0,4,2.75,8600,1.0,0,0,4,800,1977,0,1810,8600,405922.1486258362
2310040020,365000.0,5,2.5,7040,2.0,0,0,3,0,1999,0,2180,6910,421735.69696739764
985000950,217000.0,2,1.0,9715,1.0,0,0,4,0,1942,0,1140,9715,245172.6924186446
6031400071,270000.0,4,2.5,8056,1.0,0,0,3,500,1961,0,1360,8056,365299.400355281
5466700360,234000.0,4,2.0,7455,1.0,0,0,3,680,1975,0,1710,7350,309588.0764192501
1853081000,820000.0,5,2.75,6137,2.0,0,0,3,0,2010,0,3170,6285,630797.642583255
2525049266,1762000.0,3,2.25,16000,2.0,0,0,3,0,1988,0,3510,13162,855156.5012906723
316000145,235000.0,4,1.0,7132,1.5,0,0,3,0,1941,0,1280,7175,329027.2162359608
1568100387,467000.0,3,2.0,3432,2.0,0,0,3,0,2012,0,1280,7573,322402.02516159427
5710500060,688888.0,3,3.25,9825,1.5,0,1,4,820,1978,0,2140,10270,694151.2753316173
642150080,675900.0,3,2.5,9096,2.0,0,0,3,0,2013,0,2930,7995,798597.7603299133
3356402020,230000.0,3,1.0,16000,1.0,0,0,4,0,1960,0,1420,10000,257594.51880722123
7883603965,315000.0,4,2.0,4250,1.0,0,0,4,0,1941,0,1210,6000,408380.7925285952
3025300095,2500000.0,4,4.5,19844,2.0,0,0,3,0,1985,1999,3070,19845,1687831.2737947204
2481610170,965000.0,4,2.25,34560,1.0,0,0,4,0,1981,0,3530,38045,894480.9820971686
6181400920,286651.0,3,2.5,4997,2.0,0,0,3,0,2004,0,2488,4998,448057.962524519
2923049421,250000.0,3,2.25,7738,1.0,0,0,3,400,1965,0,2170,8452,447451.22609208705
6791400070,350000.0,3,2.5,13590,2.0,0,0,3,0,2009,0,1850,12485,494676.49235905113
7568700135,265000.0,2,1.0,7936,1.0,0,0,3,0,1947,0,1580,7440,308818.2697587928
8081020370,1355000.0,4,3.5,11000,1.0,0,2,3,1290,1999,0,4100,10012,1003279.7276974621
7843500070,308000.0,4,2.25,12243,2.0,0,0,3,0,1989,0,1910,12230,452240.6007561919
1402620120,440000.0,4,2.5,7517,2.0,0,0,3,0,1983,0,2420,8095,492753.3044801444
5456000025,1438890.0,5,3.5,8000,2.0,0,0,3,0,2006,0,1900,8000,898182.1379600171
2616700520,285000.0,3,2.5,9736,2.0,0,0,3,0,1985,0,1580,7500,351103.0629477033
2824600180,713414.0,3,2.5,6000,1.0,0,3,3,1100,1954,0,2040,5300,683233.1389920304
2767602141,525000.0,3,1.5,4290,1.0,0,0,3,300,1955,0,1510,3900,478443.3995323926
3279000120,274000.0,2,2.0,7992,1.0,0,0,4,750,1980,0,1700,8030,323356.7561732891
9412400185,1309500.0,4,4.5,13912,2.0,0,2,3,1150,2005,0,3600,22124,1984079.8006062661
4010800110,305100.0,3,2.0,35988,1.0,0,0,4,0,1974,0,2780,23789,575513.555665363
3303850390,2983000.0,5,5.5,18898,2.0,0,3,3,1110,2001,0,6110,26442,3532652.423171816
1370804446,604000.0,4,1.75,4485,1.0,0,0,3,140,1960,0,1380,4846,401510.1533379894
6300000550,464000.0,6,3.0,3404,2.0,0,0,3,700,1920,1994,1560,1312,855368.1021435882
8067000020,295000.0,5,3.5,5107,2.0,0,0,3,690,1999,0,1410,5650,552581.2923275689
8100000110,241250.0,3,1.75,7588,1.0,0,0,3,0,1993,0,1470,7341,269699.93193741876
952000725,442000.0,2,1.0,4313,1.5,0,2,4,0,1917,0,1480,5750,530524.725865198
9238430430,600000.0,4,2.25,43847,2.0,0,0,3,0,1982,0,2470,37304,539928.4212467326
123039207,283000.0,4,2.0,8160,1.0,0,0,3,900,1959,0,1140,8160,352780.2698816631
7853270200,672500.0,4,2.5,6651,2.0,0,0,3,0,2005,0,2730,6179,501293.47837189893
9211500560,245000.0,3,2.0,6790,1.0,0,0,3,330,1979,0,1740,6790,340242.07475768996
9151600695,625000.0,3,2.0,3600,2.0,0,0,3,460,1911,1997,2340,5400,876384.4269808067
8698600055,210000.0,2,2.0,5756,2.0,0,0,4,0,1910,0,1340,5447,457994.931654357
6383500295,900000.0,4,2.75,10214,1.0,0,3,3,1900,1955,0,3130,8608,1206699.566324581
6648701740,270000.0,5,2.5,10320,1.0,0,0,4,810,1967,0,2050,8964,504801.3363824379
